trade_id,india_vix,cpra_grade,historical_fail_rate,trade_size_inr,epi_flag,peak_margin_utilization,settlement_fail
TXN-IN-111826,19.07,CPRA_2,0.01302,859285.52,0,0.6327,0
TXN-IN-111827,14.42,CPRA_1,0.00036,1776403.15,0,0.6488,0
TXN-IN-111828,38.22,CPRA_3,0.02713,105590.44,0,0.8575,1
TXN-IN-111829,15.81,CPRA_1,0.00382,93793.16,1,0.5419,0
TXN-IN-111830,20.31,CPRA_1,0.00168,188679.66,0,0.7432,0
TXN-IN-111831,13.65,CPRA_1,0.00481,134868.38,0,0.6215,0
TXN-IN-111832,17.53,CPRA_1,0.00078,11561.79,0,0.5933,0
TXN-IN-111833,14.22,CPRA_2,0.01743,53194.34,1,0.6796,0
TXN-IN-111834,15.66,CPRA_2,0.01596,2971977.1,0,0.371,0
TXN-IN-111835,19.17,CPRA_2,0.01564,209603.39,0,0.4607,0
TXN-IN-111836,26.63,CPRA_1,0.00386,28566.97,0,0.8298,0
TXN-IN-111837,15.3,CPRA_1,0.00499,5545.2,1,0.6938,0
TXN-IN-111838,18.9,CPRA_3,0.02894,1072428.67,1,0.3993,0
TXN-IN-111839,20.23,CPRA_1,0.00239,74505.57,0,0.6176,0
TXN-IN-111840,21.92,CPRA_2,0.00782,32475.58,1,0.5156,0
TXN-IN-111841,12.24,CPRA_2,0.0131,408424.63,0,0.408,0
TXN-IN-111842,22.99,CPRA_1,0.00163,251342.5,1,0.2438,0
TXN-IN-111843,20.3,CPRA_1,0.00075,1813653.54,0,0.7471,0
TXN-IN-111844,19.06,CPRA_2,0.00657,396437.88,1,0.5915,0
TXN-IN-111845,37.1,CPRA_1,0.00258,12382533.74,0,0.57,0
TXN-IN-111846,14.9,CPRA_2,0.01534,583334.94,0,0.4433,0
TXN-IN-111847,19.57,CPRA_2,0.00818,123922.63,1,0.7103,0
TXN-IN-111848,33.7,CPRA_1,0.00075,118765.23,1,0.9758,0
TXN-IN-111849,25.52,CPRA_2,0.01189,1178726.91,1,0.5564,0
TXN-IN-111850,16.13,CPRA_1,0.00467,426031.77,1,0.5114,0
TXN-IN-111851,18.98,CPRA_2,0.01063,118261.08,0,0.6239,0
TXN-IN-111852,19.15,CPRA_1,0.0018,2918150.93,1,0.6722,0
TXN-IN-111853,16.71,CPRA_1,0.00341,1579673.94,1,0.6734,0
TXN-IN-111854,13.25,CPRA_2,0.00802,561918.75,0,0.5261,0
TXN-IN-111855,16.19,CPRA_1,0.00237,513720.73,0,0.5759,0
TXN-IN-111856,20.77,CPRA_1,0.00257,410976.42,0,0.4656,0
TXN-IN-111857,16.11,CPRA_1,0.00074,119093.89,0,0.7105,0
TXN-IN-111858,17.52,CPRA_1,0.00295,181259.61,0,0.7963,0
TXN-IN-111859,26.75,CPRA_1,0.00442,968442.98,0,0.7538,0
TXN-IN-111860,17.55,CPRA_2,0.01451,589280.53,0,0.4862,0
TXN-IN-111861,17.86,CPRA_2,0.00648,96281.38,1,0.7748,0
TXN-IN-111862,18.49,CPRA_1,0.00309,467616.45,1,0.567,0
TXN-IN-111863,15.76,CPRA_2,0.01557,78764.3,0,0.4956,0
TXN-IN-111864,23.24,CPRA_1,0.00116,93571.48,0,0.5092,0
TXN-IN-111865,13.65,CPRA_1,0.00274,450537.28,1,0.6289,0
TXN-IN-111866,15.75,CPRA_3,0.03894,37205.75,0,0.6802,0
TXN-IN-111867,19.01,CPRA_2,0.00829,743339.61,0,0.6052,0
TXN-IN-111868,16.34,CPRA_1,0.00348,246834.95,0,0.7099,0
TXN-IN-111869,29.39,CPRA_2,0.01686,696089.32,0,0.8621,0
TXN-IN-111870,17.9,CPRA_3,0.04324,20763688.34,1,0.5882,0
TXN-IN-111871,17.77,CPRA_1,0.00206,192532.91,0,0.5931,0
TXN-IN-111872,14.28,CPRA_2,0.01961,147254.65,0,0.3847,0
TXN-IN-111873,16.43,CPRA_2,0.02117,431126.58,1,0.5651,0
TXN-IN-111874,22.89,CPRA_1,0.00156,302708.97,1,0.733,0
TXN-IN-111875,15.06,CPRA_1,0.00215,1263186.52,1,0.8429,0
TXN-IN-111876,12.55,CPRA_1,0.00262,65259.14,1,0.605,0
TXN-IN-111877,17.12,CPRA_1,0.00067,411701.84,0,0.8861,0
TXN-IN-111878,18.13,CPRA_1,0.00281,183833.79,0,0.6613,0
TXN-IN-111879,15.99,CPRA_1,0.00466,106480.74,1,0.6762,0
TXN-IN-111880,26.9,CPRA_1,0.00492,1063224.44,1,0.4085,0
TXN-IN-111881,36.04,CPRA_3,0.03082,107876.46,0,0.5674,1
TXN-IN-111882,18.97,CPRA_2,0.01195,5000.0,1,0.8285,0
TXN-IN-111883,16.38,CPRA_1,0.00273,626419.78,0,0.5914,0
TXN-IN-111884,20.77,CPRA_1,0.00456,19074.19,1,0.7086,0
TXN-IN-111885,26.97,CPRA_1,0.00311,152224.03,1,0.6898,0
TXN-IN-111886,15.3,CPRA_1,0.00023,9271.42,1,0.8751,0
TXN-IN-111887,22.48,CPRA_1,0.00247,51562.24,1,0.6027,0
TXN-IN-111888,17.11,CPRA_1,0.00243,278522.89,0,0.4427,0
TXN-IN-111889,24.96,CPRA_2,0.01612,88512.25,0,0.8587,0
TXN-IN-111890,14.28,CPRA_1,0.0034,36901.5,0,0.4578,0
TXN-IN-111891,28.25,CPRA_1,0.00119,1838279.12,0,0.7054,0
TXN-IN-111892,19.15,CPRA_2,0.00669,2374203.66,1,0.5928,0
TXN-IN-111893,20.75,CPRA_2,0.01388,61925.69,0,0.4913,0
TXN-IN-111894,13.86,CPRA_1,0.00394,870046.58,0,0.4403,0
TXN-IN-111895,13.79,CPRA_1,0.00156,167420.65,1,0.6702,0
TXN-IN-111896,19.72,CPRA_1,0.00197,1186661.95,1,0.5407,0
TXN-IN-111897,20.96,CPRA_3,0.02411,289872.35,0,0.634,0
TXN-IN-111898,16.74,CPRA_1,0.00141,165260.11,0,0.5467,0
TXN-IN-111899,21.66,CPRA_2,0.01237,335186.01,0,0.2665,0
TXN-IN-111900,13.84,CPRA_1,0.00111,74830.62,1,0.5476,0
TXN-IN-111901,13.11,CPRA_1,0.00491,233640.31,0,0.5618,0
TXN-IN-111902,18.52,CPRA_1,0.00402,22651.51,1,0.392,0
TXN-IN-111903,13.75,CPRA_1,0.00212,23528.49,1,0.676,0
TXN-IN-111904,12.59,CPRA_1,0.00344,27588.61,0,0.7203,0
TXN-IN-111905,14.49,CPRA_1,0.00088,312175.0,0,0.5479,0
TXN-IN-111906,20.73,CPRA_2,0.01301,299964.59,0,0.6432,0
TXN-IN-111907,19.04,CPRA_2,0.01627,209222.19,0,0.7903,0
TXN-IN-111908,27.1,CPRA_3,0.0418,229766.85,1,0.743,0
TXN-IN-111909,19.41,CPRA_1,0.00062,40540.27,0,0.3492,0
TXN-IN-111910,13.94,CPRA_1,0.00072,3599217.44,0,0.3096,0
TXN-IN-111911,21.16,CPRA_1,0.00146,109724.7,1,0.5224,0
TXN-IN-111912,15.21,CPRA_2,0.01434,10347.42,1,0.4462,0
TXN-IN-111913,16.66,CPRA_2,0.02217,39582.11,0,0.8788,0
TXN-IN-111914,15.27,CPRA_1,0.00391,244392.71,0,0.7373,0
TXN-IN-111915,13.6,CPRA_1,0.00182,262639.8,0,0.7656,0
TXN-IN-111916,44.43,CPRA_1,0.00275,1191054.81,1,0.8111,0
TXN-IN-111917,14.72,CPRA_1,0.00403,290269.02,0,0.6865,0
TXN-IN-111918,12.39,CPRA_4,0.13475,120118.16,0,0.7785,1
TXN-IN-111919,21.97,CPRA_2,0.00999,320255.27,1,0.1574,0
TXN-IN-111920,12.05,CPRA_2,0.00311,2661635.72,1,0.3846,0
TXN-IN-111921,17.15,CPRA_1,0.00482,574630.66,1,0.7265,0
TXN-IN-111922,23.09,CPRA_1,0.00484,313904.1,1,0.4158,0
TXN-IN-111923,13.32,CPRA_2,0.01141,27980.54,1,0.4601,0
TXN-IN-111924,17.91,CPRA_1,0.00233,176347.12,0,0.6625,0
TXN-IN-111925,16.49,CPRA_2,0.01398,416416.51,0,0.8396,0
TXN-IN-111926,14.67,CPRA_2,0.00311,45669.42,1,0.6077,0
TXN-IN-111927,27.13,CPRA_1,0.00086,4775053.44,1,0.5202,0
TXN-IN-111928,16.45,CPRA_1,0.00445,753074.03,0,0.2622,0
TXN-IN-111929,21.83,CPRA_1,0.00262,53513.03,0,0.5222,0
TXN-IN-111930,23.77,CPRA_3,0.0213,7152.58,1,0.5165,0
TXN-IN-111931,16.95,CPRA_1,0.00221,61862.98,0,0.5348,0
TXN-IN-111932,13.99,CPRA_1,0.00354,54277.01,0,0.8638,0
TXN-IN-111933,23.97,CPRA_3,0.03073,46347.55,0,0.6733,0
TXN-IN-111934,17.16,CPRA_1,0.00391,12089.31,0,0.6569,0
TXN-IN-111935,17.65,CPRA_1,0.00025,43093.24,0,0.7638,0
TXN-IN-111936,16.2,CPRA_3,0.03844,150271.22,1,0.7297,0
TXN-IN-111937,23.66,CPRA_1,0.00278,41870.88,0,0.4911,0
TXN-IN-111938,13.69,CPRA_1,0.00354,65581.21,0,0.61,0
TXN-IN-111939,17.71,CPRA_2,0.01995,56677.06,0,0.6263,0
TXN-IN-111940,14.05,CPRA_1,0.00069,215414.27,0,0.7276,0
TXN-IN-111941,16.18,CPRA_1,0.00326,626449.36,0,0.4719,0
TXN-IN-111942,24.8,CPRA_1,0.00115,18431.82,0,0.4861,0
TXN-IN-111943,24.69,CPRA_4,0.17488,2055716.51,0,0.3978,1
TXN-IN-111944,16.79,CPRA_1,0.00073,27260.13,1,0.8191,0
TXN-IN-111945,19.41,CPRA_4,0.13546,2498772.4,0,0.3273,1
TXN-IN-111946,19.3,CPRA_1,0.0035,704569.9,1,0.5003,0
TXN-IN-111947,14.06,CPRA_1,0.00059,44223.06,0,0.6065,0
TXN-IN-111948,20.9,CPRA_1,0.00051,8023.2,1,0.5494,0
TXN-IN-111949,14.34,CPRA_1,0.00357,313609.07,0,0.5837,0
TXN-IN-111950,15.95,CPRA_1,0.00481,1188854.48,1,0.5398,0
TXN-IN-111951,12.45,CPRA_2,0.01607,799801.45,0,0.681,0
TXN-IN-111952,22.05,CPRA_3,0.0281,5473593.48,1,0.242,0
TXN-IN-111953,23.71,CPRA_2,0.00434,341361.73,0,0.5483,0
TXN-IN-111954,19.62,CPRA_2,0.0046,69174.66,0,0.7238,0
TXN-IN-111955,17.94,CPRA_1,0.00298,4941338.39,0,0.6762,0
TXN-IN-111956,15.76,CPRA_1,0.00116,633643.56,0,0.6109,0
TXN-IN-111957,22.24,CPRA_1,0.00499,1295385.01,1,0.6926,0
TXN-IN-111958,29.63,CPRA_1,0.00471,312116.28,0,1.1123,0
TXN-IN-111959,14.72,CPRA_1,0.00426,1865751.77,1,0.6263,0
TXN-IN-111960,16.89,CPRA_1,0.00121,383185.59,0,0.6491,0
TXN-IN-111961,13.91,CPRA_1,0.00085,312476.76,0,0.7654,0
TXN-IN-111962,17.97,CPRA_1,0.00441,16037.32,0,0.7121,0
TXN-IN-111963,16.14,CPRA_2,0.01916,894523.54,0,0.7148,0
TXN-IN-111964,17.21,CPRA_1,0.00032,635135.12,0,0.5678,0
TXN-IN-111965,22.33,CPRA_1,0.00288,105814.83,0,0.8023,0
TXN-IN-111966,24.49,CPRA_3,0.02213,2483113.21,1,0.8984,0
TXN-IN-111967,13.54,CPRA_2,0.01073,24596.54,0,0.7603,0
TXN-IN-111968,19.24,CPRA_2,0.00834,11155.69,1,0.6039,0
TXN-IN-111969,27.17,CPRA_2,0.00673,1197675.69,0,0.7967,0
TXN-IN-111970,20.49,CPRA_1,0.00042,897183.58,0,0.4535,0
TXN-IN-111971,14.12,CPRA_1,0.00088,44164.94,1,0.3118,0
TXN-IN-111972,24.1,CPRA_3,0.02606,11596.88,1,0.5634,0
TXN-IN-111973,20.94,CPRA_1,0.00193,386826.9,1,0.6351,0
TXN-IN-111974,20.3,CPRA_1,0.00243,257420.28,0,0.8132,0
TXN-IN-111975,16.77,CPRA_1,0.00338,44177.05,1,0.5747,0
TXN-IN-111976,19.92,CPRA_2,0.00345,200579.77,0,0.415,0
TXN-IN-111977,43.2,CPRA_1,0.005,390439.76,1,0.3893,0
TXN-IN-111978,12.22,CPRA_1,0.00406,41247.7,0,0.6229,0
TXN-IN-111979,15.91,CPRA_2,0.00845,1466273.4,0,0.5079,0
TXN-IN-111980,16.28,CPRA_2,0.01506,462512.96,1,0.6574,0
TXN-IN-111981,11.53,CPRA_1,0.00358,1578967.66,1,0.592,0
TXN-IN-111982,34.16,CPRA_1,0.00062,306167.7,1,0.6853,0
TXN-IN-111983,13.91,CPRA_3,0.02743,17911.75,0,0.3479,0
TXN-IN-111984,13.76,CPRA_1,0.00468,17612.73,1,0.5146,0
TXN-IN-111985,12.81,CPRA_1,0.00167,5000.0,0,0.6232,0
TXN-IN-111986,15.87,CPRA_2,0.01864,18887.22,0,0.1902,0
TXN-IN-111987,20.27,CPRA_1,0.00148,59694.14,1,0.6543,0
TXN-IN-111988,17.59,CPRA_1,0.00279,10796.67,1,0.5896,0
TXN-IN-111989,14.27,CPRA_2,0.00902,260582.87,0,0.7411,0
TXN-IN-111990,19.93,CPRA_2,0.0087,314684.22,1,0.4602,0
TXN-IN-111991,17.65,CPRA_2,0.00924,322707.32,1,0.6386,0
TXN-IN-111992,25.96,CPRA_1,0.00094,11822.97,1,0.7833,0
TXN-IN-111993,15.09,CPRA_1,0.00167,117036.48,1,0.6568,0
TXN-IN-111994,14.79,CPRA_1,0.0004,73756.56,0,0.679,0
TXN-IN-111995,22.7,CPRA_4,0.12065,1444463.73,1,0.5632,0
TXN-IN-111996,13.82,CPRA_1,0.00426,75073.16,1,0.5327,0
TXN-IN-111997,12.75,CPRA_1,0.00303,721566.57,1,0.6131,0
TXN-IN-111998,17.5,CPRA_1,0.00188,171312.56,1,0.9023,0
TXN-IN-111999,20.47,CPRA_1,0.00381,56486.37,0,0.448,0
TXN-IN-112000,12.63,CPRA_1,0.00434,196863.81,0,0.5441,0
TXN-IN-112001,23.55,CPRA_1,0.002,27136.75,0,0.2911,0
TXN-IN-112002,12.47,CPRA_1,0.00136,349286.33,0,0.7816,0
TXN-IN-112003,15.26,CPRA_2,0.01098,264618.38,0,0.6833,0
TXN-IN-112004,17.63,CPRA_1,0.00295,779324.37,0,0.7414,0
TXN-IN-112005,26.9,CPRA_3,0.02922,1034444.57,1,0.7717,0
TXN-IN-112006,27.53,CPRA_1,0.00384,2322660.58,0,0.6863,0
TXN-IN-112007,18.55,CPRA_3,0.01978,35582.55,1,0.3731,0
TXN-IN-112008,15.83,CPRA_3,0.01889,207343.22,0,0.5984,0
TXN-IN-112009,16.06,CPRA_3,0.02649,1399872.09,0,0.8995,0
TXN-IN-112010,32.73,CPRA_1,0.00384,158571.92,0,0.8295,0
TXN-IN-112011,25.18,CPRA_1,0.00248,24797.17,0,0.7902,0
TXN-IN-112012,19.67,CPRA_2,0.017,113584.25,1,0.6143,0
TXN-IN-112013,18.72,CPRA_1,0.00428,132239.36,0,0.6098,0
TXN-IN-112014,18.23,CPRA_1,0.00017,319815.8,0,0.5791,0
TXN-IN-112015,12.16,CPRA_3,0.03578,99429.48,0,0.5754,0
TXN-IN-112016,11.31,CPRA_1,0.00104,683126.39,0,0.4812,0
TXN-IN-112017,16.63,CPRA_1,0.00486,77433.64,1,0.4401,0
TXN-IN-112018,13.53,CPRA_3,0.0369,33560.67,0,0.4863,0
TXN-IN-112019,18.79,CPRA_2,0.00976,1827268.72,0,0.6579,0
TXN-IN-112020,18.38,CPRA_2,0.00858,44184.06,0,0.438,0
TXN-IN-112021,12.72,CPRA_1,0.00274,160123.79,0,0.7214,0
TXN-IN-112022,18.9,CPRA_1,0.00116,194888.41,0,0.6119,0
TXN-IN-112023,19.21,CPRA_2,0.01093,122816.03,0,0.3698,0
TXN-IN-112024,19.05,CPRA_1,0.0039,90940.93,0,0.4206,0
TXN-IN-112025,15.12,CPRA_1,0.00264,149181.91,0,0.4529,0
TXN-IN-112026,20.17,CPRA_4,0.07923,101915.21,0,0.7552,1
TXN-IN-112027,20.58,CPRA_2,0.00873,65884.0,1,0.3618,0
TXN-IN-112028,20.11,CPRA_1,0.00026,30201.4,0,0.4844,0
TXN-IN-112029,16.43,CPRA_1,0.00094,742352.72,1,0.7069,0
TXN-IN-112030,28.3,CPRA_2,0.00479,474299.74,1,0.5275,0
TXN-IN-112031,26.03,CPRA_1,0.00132,104752.29,0,0.7685,0
TXN-IN-112032,17.95,CPRA_1,0.00238,99205.97,0,0.7481,0
TXN-IN-112033,14.83,CPRA_1,0.00399,105782.66,1,0.2702,0
TXN-IN-112034,14.48,CPRA_1,0.00215,57481.09,0,0.5407,0
TXN-IN-112035,20.72,CPRA_2,0.01095,4806557.17,1,0.5075,0
TXN-IN-112036,13.2,CPRA_2,0.00897,198486.4,1,0.7619,0
TXN-IN-112037,21.2,CPRA_1,0.00201,177080.98,1,0.4067,0
TXN-IN-112038,12.92,CPRA_3,0.04021,81162.45,0,0.1591,0
TXN-IN-112039,17.15,CPRA_4,0.11998,217173.14,0,0.3302,1
TXN-IN-112040,20.67,CPRA_1,0.00454,34735.21,0,0.5222,0
TXN-IN-112041,14.61,CPRA_1,0.00212,499231.58,0,0.4842,0
TXN-IN-112042,23.39,CPRA_1,0.0033,942593.19,0,0.8722,0
TXN-IN-112043,15.96,CPRA_2,0.01286,40713.86,1,0.6603,0
TXN-IN-112044,17.58,CPRA_2,0.00562,816072.55,0,0.6819,0
TXN-IN-112045,11.93,CPRA_2,0.00998,160018.79,0,0.6088,0
TXN-IN-112046,12.87,CPRA_2,0.01423,5831.63,0,0.4046,0
TXN-IN-112047,12.02,CPRA_2,0.00666,138999.15,1,0.4672,0
TXN-IN-112048,21.91,CPRA_1,0.00428,50045.19,0,0.4075,0
TXN-IN-112049,15.78,CPRA_1,0.0033,859921.07,0,0.6566,0
TXN-IN-112050,24.22,CPRA_1,0.00433,647783.19,0,0.4631,0
TXN-IN-112051,11.63,CPRA_2,0.01981,23840.16,1,0.8193,0
TXN-IN-112052,19.89,CPRA_1,0.00468,123910.96,1,0.4693,0
TXN-IN-112053,11.93,CPRA_1,0.00066,1777034.38,0,0.712,0
TXN-IN-112054,14.27,CPRA_1,0.00191,38348.26,0,0.191,0
TXN-IN-112055,17.07,CPRA_1,0.00315,45920.73,0,0.4987,0
TXN-IN-112056,15.66,CPRA_3,0.01705,1459106.49,1,1.3251,0
TXN-IN-112057,19.06,CPRA_1,0.00336,190946.49,1,0.6921,0
TXN-IN-112058,15.1,CPRA_1,0.00258,87911.21,1,0.46,0
TXN-IN-112059,16.57,CPRA_4,0.10078,281038.74,1,0.8627,0
TXN-IN-112060,13.79,CPRA_1,0.00433,137591.23,0,0.5911,0
TXN-IN-112061,21.03,CPRA_1,0.00313,395585.1,1,0.582,0
TXN-IN-112062,18.15,CPRA_1,0.00474,92469.67,1,0.3061,0
TXN-IN-112063,19.82,CPRA_1,0.00143,127858.46,1,0.3943,0
TXN-IN-112064,17.42,CPRA_2,0.00852,320565.98,0,0.6807,0
TXN-IN-112065,22.26,CPRA_1,0.00448,43199.91,0,0.553,0
TXN-IN-112066,15.16,CPRA_1,0.00065,513910.31,0,0.7495,0
TXN-IN-112067,17.88,CPRA_2,0.01591,921957.9,0,0.4306,0
TXN-IN-112068,45.0,CPRA_2,0.01285,116782.19,0,0.7345,0
TXN-IN-112069,13.38,CPRA_1,0.00484,73749.3,0,0.6314,0
TXN-IN-112070,24.7,CPRA_1,0.00426,107911.52,1,0.4139,0
TXN-IN-112071,36.23,CPRA_1,0.00111,2251636.38,0,0.682,0
TXN-IN-112072,20.42,CPRA_1,0.00252,354604.61,1,0.6499,0
TXN-IN-112073,11.39,CPRA_2,0.01662,58704.14,0,0.6332,0
TXN-IN-112074,13.49,CPRA_1,0.00256,309191.49,1,0.5575,0
TXN-IN-112075,19.12,CPRA_1,0.00357,90880.42,1,0.6897,0
TXN-IN-112076,17.49,CPRA_2,0.01356,876025.85,0,0.5814,0
TXN-IN-112077,28.77,CPRA_1,0.00372,547874.83,0,0.6639,0
TXN-IN-112078,29.15,CPRA_1,0.00073,73472.62,1,0.7681,0
TXN-IN-112079,17.13,CPRA_2,0.0169,34744.94,1,0.659,0
TXN-IN-112080,17.47,CPRA_1,0.00132,99025.83,0,0.5637,0
TXN-IN-112081,15.38,CPRA_2,0.00961,28635.0,1,0.7552,0
TXN-IN-112082,20.11,CPRA_2,0.01072,523483.61,0,0.1081,0
TXN-IN-112083,14.12,CPRA_1,0.00063,280504.64,1,0.3122,0
TXN-IN-112084,16.95,CPRA_2,0.01683,106179.49,1,0.4968,0
TXN-IN-112085,14.32,CPRA_1,0.0007,4935399.87,1,0.4603,0
TXN-IN-112086,18.74,CPRA_2,0.01193,42901.51,1,0.7587,0
TXN-IN-112087,24.13,CPRA_1,0.0033,1034469.37,0,0.4276,0
TXN-IN-112088,12.91,CPRA_3,0.02192,182462.51,1,0.7276,0
TXN-IN-112089,16.65,CPRA_1,0.0024,695179.08,0,0.7082,0
TXN-IN-112090,26.91,CPRA_2,0.01282,1355667.39,0,0.5587,0
TXN-IN-112091,30.07,CPRA_1,0.00283,287362.51,0,0.966,0
TXN-IN-112092,15.41,CPRA_1,0.00389,718132.73,0,0.5816,0
TXN-IN-112093,14.45,CPRA_1,0.00191,9550.76,0,0.7842,0
TXN-IN-112094,11.23,CPRA_1,0.00391,41084.46,0,0.7216,0
TXN-IN-112095,25.1,CPRA_1,0.00187,3377007.97,1,0.5093,0
TXN-IN-112096,24.5,CPRA_1,0.00467,44349.55,0,0.7774,0
TXN-IN-112097,18.12,CPRA_1,0.00443,168195.6,0,0.7418,0
TXN-IN-112098,38.02,CPRA_3,0.03992,16854.13,0,0.8515,1
TXN-IN-112099,17.49,CPRA_2,0.00771,662286.66,0,0.5557,0
TXN-IN-112100,25.39,CPRA_1,0.00338,688955.61,0,0.4671,0
TXN-IN-112101,15.61,CPRA_1,0.00494,162833.89,0,0.5857,0
TXN-IN-112102,16.47,CPRA_2,0.00616,14268.58,1,0.5585,0
TXN-IN-112103,19.1,CPRA_1,0.00459,47723.9,1,0.6543,0
TXN-IN-112104,14.35,CPRA_2,0.0038,119149.34,1,0.5418,0
TXN-IN-112105,22.86,CPRA_1,0.00356,242411.53,1,0.3042,0
TXN-IN-112106,18.31,CPRA_3,0.02406,670473.65,1,0.6556,0
TXN-IN-112107,12.21,CPRA_3,0.02806,416507.6,1,0.7062,0
TXN-IN-112108,25.62,CPRA_1,0.00174,2932389.58,1,0.552,0
TXN-IN-112109,14.11,CPRA_1,0.0014,389181.72,1,0.6172,0
TXN-IN-112110,14.38,CPRA_1,0.00283,119222.26,0,0.7334,0
TXN-IN-112111,16.45,CPRA_2,0.01476,53656.2,0,0.6435,0
TXN-IN-112112,20.28,CPRA_2,0.01262,143634.38,0,0.909,0
TXN-IN-112113,19.46,CPRA_3,0.03827,311301.06,0,0.5332,0
TXN-IN-112114,28.86,CPRA_1,0.00252,26935.08,0,0.7513,0
TXN-IN-112115,19.16,CPRA_1,0.00244,2017182.26,0,0.8371,0
TXN-IN-112116,12.75,CPRA_2,0.0149,263512.69,0,0.4963,0
TXN-IN-112117,13.76,CPRA_1,0.00315,302209.37,1,0.5606,0
TXN-IN-112118,12.6,CPRA_2,0.01363,1501396.47,1,0.6395,0
TXN-IN-112119,12.58,CPRA_2,0.02161,299484.07,0,0.7861,0
TXN-IN-112120,15.96,CPRA_1,0.00213,16015.71,1,0.4858,0
TXN-IN-112121,24.92,CPRA_1,0.00334,235241.02,1,0.5194,0
TXN-IN-112122,18.28,CPRA_1,0.00107,2897301.15,1,0.6788,0
TXN-IN-112123,20.54,CPRA_1,0.00435,81595.95,0,0.5395,0
TXN-IN-112124,22.72,CPRA_1,0.00401,26196.77,0,0.3218,0
TXN-IN-112125,25.59,CPRA_1,0.00205,96517.75,0,0.7846,0
TXN-IN-112126,14.69,CPRA_3,0.03802,424579.26,0,0.2504,0
TXN-IN-112127,24.3,CPRA_3,0.03697,1259370.28,1,0.6135,0
TXN-IN-112128,23.13,CPRA_1,0.00297,22990324.01,1,0.6621,0
TXN-IN-112129,15.8,CPRA_1,0.0024,184367.52,1,0.2803,0
TXN-IN-112130,14.49,CPRA_1,0.00198,653687.97,0,0.78,0
TXN-IN-112131,16.89,CPRA_1,0.00401,2531018.5,1,0.6779,0
TXN-IN-112132,28.52,CPRA_1,0.00329,889938.25,0,0.7178,0
TXN-IN-112133,25.43,CPRA_1,0.00251,670160.79,0,0.5227,0
TXN-IN-112134,15.77,CPRA_1,0.00453,146405.76,1,0.5844,0
TXN-IN-112135,24.57,CPRA_1,0.00138,33198.34,0,0.7909,0
TXN-IN-112136,21.62,CPRA_2,0.00854,369240.64,1,0.6567,0
TXN-IN-112137,20.34,CPRA_1,0.00429,45179.91,0,0.7771,0
TXN-IN-112138,27.6,CPRA_1,0.00317,242350.13,1,0.5834,0
TXN-IN-112139,19.38,CPRA_1,0.00166,2827826.41,0,0.6078,0
TXN-IN-112140,17.96,CPRA_1,0.00191,11148970.97,0,0.5957,0
TXN-IN-112141,11.98,CPRA_2,0.00985,13630900.29,1,0.8264,0
TXN-IN-112142,22.66,CPRA_2,0.01518,2596177.82,0,0.8006,0
TXN-IN-112143,14.25,CPRA_1,0.00255,632882.33,0,0.7263,0
TXN-IN-112144,13.83,CPRA_1,0.00421,54494.52,0,0.4258,0
TXN-IN-112145,18.13,CPRA_2,0.01409,13743.89,0,0.8001,0
TXN-IN-112146,13.77,CPRA_1,0.00174,433956.78,0,0.5462,0
TXN-IN-112147,19.88,CPRA_3,0.03359,99728.48,1,0.7203,0
TXN-IN-112148,18.83,CPRA_1,0.00356,115601.16,0,0.4061,0
TXN-IN-112149,18.35,CPRA_2,0.00463,121202.26,1,0.542,0
TXN-IN-112150,16.89,CPRA_1,0.00146,357020.85,0,0.5431,0
TXN-IN-112151,22.41,CPRA_1,0.00152,118169.95,1,0.694,0
TXN-IN-112152,19.9,CPRA_1,0.00178,1378316.23,1,0.5527,0
TXN-IN-112153,19.8,CPRA_1,0.00249,1008589.86,1,0.7117,0
TXN-IN-112154,14.53,CPRA_1,0.00012,857326.54,1,0.6362,0
TXN-IN-112155,17.3,CPRA_1,0.00441,85827.76,0,0.7071,0
TXN-IN-112156,14.48,CPRA_1,0.0008,167796.33,0,0.7773,0
TXN-IN-112157,17.23,CPRA_2,0.02284,25481.94,1,0.7233,0
TXN-IN-112158,14.93,CPRA_4,0.14103,60740.48,0,0.2945,1
TXN-IN-112159,17.12,CPRA_3,0.0297,155485.56,0,1.3824,0
TXN-IN-112160,17.3,CPRA_4,0.07498,273238.11,0,0.7513,1
TXN-IN-112161,17.12,CPRA_1,0.00232,30069.23,0,0.5324,0
TXN-IN-112162,22.58,CPRA_2,0.00568,371482.5,0,0.6857,0
TXN-IN-112163,20.74,CPRA_2,0.00998,391446.12,0,0.8099,0
TXN-IN-112164,13.21,CPRA_1,0.00357,68802.82,1,0.665,0
TXN-IN-112165,16.64,CPRA_2,0.01517,211766.99,0,0.5221,0
TXN-IN-112166,18.34,CPRA_1,0.00229,92471.33,1,0.6856,0
TXN-IN-112167,14.8,CPRA_3,0.02063,131565.2,0,0.6008,0
TXN-IN-112168,18.84,CPRA_3,0.04243,598723.04,1,0.5725,0
TXN-IN-112169,15.17,CPRA_1,0.00041,298003.29,1,0.3656,0
TXN-IN-112170,17.6,CPRA_2,0.00831,52563.75,0,0.5165,0
TXN-IN-112171,14.18,CPRA_4,0.05524,399597.91,0,0.5948,1
TXN-IN-112172,17.09,CPRA_1,0.00181,5284739.54,0,0.6597,0
TXN-IN-112173,20.9,CPRA_2,0.0054,6824.26,0,0.4576,0
